Question-ID,Principle,Indicators,Questions,Points,Plain-english,Explanation,Author,DAO,Search_Difficulty,Document
PDC-08,Practicing DAO Cooperativism,Measurement,"Does the DAO have metrics beyond governance and finance, such as contributor well-being or happiness?",0.0,Does not answer question,Unable to find an adequate source,Charles Adjovu,Synthetix,Very hard,
PDC-09,Practicing DAO Cooperativism,Ownership,Does the DAO have separate tokens for governance and economic rights?,0.0,No,"Uniswap's token (UNI) acts as a governance token over the Uniswap protocol, and as an economic token because UNI token holders can receive fees if UNI token holders decide to turn on the fee switch.

Synthetix's SNX token grants holders governance rights (the right to vote in elections and stand for nomination in elections) and economic rights (earn rewards from trading fees and inflationary rewards via staking).",Charles Adjovu,Synthetix,Easy,Synthetix Token (SNX)
PDC-10,Practicing DAO Cooperativism,Economic,Does the DAO not make governance tokens tradeable?,0.0,No,SNX tokens are tradeable in multiple markets.,Charles Adjovu,Synthetix,Easy,Synthetix (SNX) Profile on CoinGecko
PDC-11,Practicing DAO Cooperativism,Engagement,Does the DAO provide education and training opportunities for members to meaningful participate in governance?,50.0,Partial,"Synthetix provides an Elections and Voting
guide covering elections, voting and the governance process, and a How to write SIP/SCCPs guide for writing SIPs/SCCPs. However, guides for being a council member or sitting on the Core Contributor Committee could not be found.",Charles Adjovu,Synthetix,Easy,"Elections and Voting,How to write SIP/SCCPs"
CPB-01,Cultural Patterns and Brand,Narratives,Does the DAO publish content on its activites in its' public channels?,100.0,Yes,Synthetix publishes updates on its activities on the Synthetix Blog and Twitter.,Charles Adjovu,Synthetix,Easy,"Synthetix Blog,Synthetix Profile on Twitter"
CPB-02,Cultural Patterns and Brand,Identity,"Does the DAO make an explicit, clearly articulated statement of its purpose, values and norms?",50.0,Partial,"Synthetix does not have an explicit statement of its purpose, values and norms. It can be assumed that Synthetix's mission is to ""reinventing how people exchange value,"" or to enable ""the creation of synthetic assets, offering unique derivatives and exposure to real-world assets on the blockchain.""",Charles Adjovu,Synthetix,Medium,"Synthetix 2021,Synthetix Homepage"
IDA-01,Information & Data Transparency,Analytics,Does the DAO provide an organizational analytics dashboard?,0.0,Does not answer question,Unable to find an adequate source,Charles Adjovu,Synthetix,Very hard,
IDA-02,Information & Data Transparency,Information,"Does the DAO make its governance activities (e.g., proposals, decisions) publicly accessible at free to low-cost?",100.0,Yes,"Synthetix's governance activities can be found in the Synthetix Improvement Proposals (SIP) repository and Synthetix Configuration Change Proposal (SCCPs) repository.
",Charles Adjovu,Synthetix,Easy,"Synthetix Improvement Proposals (SIPs) Repository,Synthetix Improvement Proposals (SIPs),Synthetix Configuration Change Proposal (SCCPs),All SCCPs,Synthetix SCCP/SIP profile on Snapshot"
IDA-03,Information & Data Transparency,Information,"Does the DAO make its organizational documents (bylaws, policies, strategic plan, etc.) publicly accessible at free to low-cost?",100.0,Yes,Synthetix's organizational documents are publicly accessible in the SIP/SCCP repository.,Charles Adjovu,Synthetix,Easy,"Synthetix Improvement Proposals (SIPs) Repository,Synthetix Improvement Proposals (SIPs)"
IDA-04,Information & Data Transparency,Information,"Does the DAO make its technologies open source or source available, and publicly accessible at free to low-cost?",100.0,Yes,"Synthetix makes its technological products open-source or source-available. Namely, synthetix-v3 and synthetix repositories are licensed under the MIT license.
",Charles Adjovu,Synthetix,Medium,"synthetix-v3 license,synthetix license"
IDA-05,Information & Data Transparency,Audit,"Does the DAO explicitly report whether any Web3 tools it uses, internally or externally, have been audited?",100.0,Yes,"Synthetix audits its own smart contracts. Most recently, Synthetix had Version 3 (V3) of the protocol audited.",Charles Adjovu,Synthetix,Medium,Smart Contract Audits
IDA-06,Information & Data Transparency,Information,"Does the DAO explicitly state that it operates on, or interacts with, more than one (1) blockchain?",100.0,Yes,Synthetix interacts with Ethereum and Optimism.,Charles Adjovu,Synthetix,Medium,Contracts within the Synthetix system
IDA-07,Information & Data Transparency,Compensation,Does the DAO explicitly describe itâ€™s financial incentive or compensation structure for contributors?,100.0,Yes,"SNX token holders earn fees from staking their tokens. SNX token holders elected to a council or committee earn a stipend, denominated in SNX tokens,. Additionally, Core Contributors also earn a stipend, determined by the Core Contributor Committee.",Charles Adjovu,Synthetix,Medium,"Synthetix Token (SNX),Spartan Council,SIP-284: Pay DAOs from inflation"
D2D-01,DAO2DAO,Transactions,Does the DAO have any planned transactions with another DAO?,0.0,Does not answer question,Unable to find an adequate source,Charles Adjovu,Synthetix,Very hard,
D2D-02,DAO2DAO,Transactions,Does the DAO have any current transactions with another DAO?,100.0,Yes,Synthetix has a current transaction with dHEDGE as part of the Partner Volume Rewards for Synthetix Perps Integrators program.,Charles Adjovu,Synthetix,Medium,Partner Volume Rewards for Synthetix Perps Integrators
OT-01,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for business-to-business operations?,0.0,Does not answer question,Unable to find an adequate source,Charles Adjovu,Synthetix,Very hard,
OT-02,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for treasury management?,100.0,Yes,Synthetix's Spartan Council utilizes a multisig Gnosis Safe.,Charles Adjovu,Synthetix,Easy,Spartan Council
OT-03,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for contribution-tracking?,0.0,Does not answer question,Unable to find an adequate source,Charles Adjovu,Synthetix,Very hard,
OT-04,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for decision-making?,100.0,Yes,Synthetix uses Snapshot and the Synthetix Governance Module.,Charles Adjovu,Synthetix,Easy,"Synthetix Profile on DeepDAO,Synthetix SCCP/SIP profile on Snapshot"
HCAG-01,Human-centered Algorithmic Governance,Accountability,Does the DAO explicitly acknowledge the possible vulnerabilities of algorithmic decision-making?,100.0,Yes,"Synthetix acknowledges that there are governance risks, but does not explicitly (or specifically) discuss vulnerabilities with algorithmic decision-making. ",Charles Adjovu,Synthetix,Easy,"Synthetix Litepaper,SIP-2012: Establish a Configurable Value for Spartan Councillors Required to Pass Meta-Governance Votes"
HCAG-02,Human-centered Algorithmic Governance,Engagement,"Does the DAO educate its members on the development and use of algorithms, as they pertain to the DAO?",50.0,Partial,"Synthetix educates members on the use of algorithmic tools, as part of the synthetix protocol, in the Staking Guide and Synthetix Litepaper, and similar information can be found in SIPs in the SIP repository. ",Charles Adjovu,Synthetix,Hard,"Synthetix Litepaper,Staking Guide,SIP-2012: Establish a Configurable Value for Spartan Councillors Required to Pass Meta-Governance Votes,SD145 - SIPs 2011 & 2012,SNXweave Weekly Recap"
HCAG-03,Human-centered Algorithmic Governance,Fairness & Bias,Does the DAO explicitly consider the short- and long-term social consequences of the algorithmic systems in the development and use of algorithms?,50.0,Partial,"Synthetix has considered possible social short- and long-term consequences in the Current Risks and Risk Mitigation Strategies section of the Synthetix Litepaper. Additionally, Synthetix has also considered it in the context of their governance system.",Charles Adjovu,Synthetix,Medium,"Synthetix Litepaper,SIP-2012: Establish a Configurable Value for Spartan Councillors Required to Pass Meta-Governance Votes"
BSP-01,Broad Stakeholder Participation,Economic Inequality,Is the DAO 's Gini Coefficient for economic tokens less than or equal to fifty percent ( <= 50%)?,0.0,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Medium,
BSP-02,Broad Stakeholder Participation,Voting Power,Is the Banzhaf Index for each individual member less than or equal to twenty-five percent (<= 25.0%)?,0.0,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Medium,
BSP-03,Broad Stakeholder Participation,Communication,Does the DAO explicitly state that private communication channels are for sensitive or confidential matters?,0.0,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Medium,
BSP-04,Broad Stakeholder Participation,Identity,Does the DAO explicitly require members to verify that they have a unique digital identity?,50.0,Partial,"Uniswap does not require members to verify that they have a unique Ethereum public address. However, Uniswap does require UNI token holders who desire to participate in governance to register  an account on gov.uniswap.org.",Charles Adjovu,Uniswap,Medium,"Uniswap Project Cluster in Entity-Decision Model Table,Uniswap Website,Uniswap Docs"
BSP-05,Broad Stakeholder Participation,Management,Does the DAO have any leadership roles?,100.0,Yes,"Delegates and the founders and managers of Uniswap Labs, could be considered leaders of Uniswap.",Charles Adjovu,Uniswap,Easy,Uniswap Project Cluster in Entity-Decision Model Table
BSP-06,Broad Stakeholder Participation,Management,Does the DAO have any management roles?,100.0,Yes,Community moderators on the Uniswap Governance Forum can be considered managers.,Charles Adjovu,Uniswap,Medium,Community Governance Process
BSP-07,Broad Stakeholder Participation,Conduct,"Does the DAO require members to adhere to a standard of conduct, such as described in a code of conduct?",50.0,Partial,"Uniswap requires users in the Uniswap Governance Forum to abide by their Terms of Service, which describes a requisite standard of conduct. However, it does not appear that all UNI token holders are required to adhere to a standard of conduct.",Charles Adjovu,Uniswap,Medium,"Community Governance Process,Uniswap Governance Forum "
BSP-08,Broad Stakeholder Participation,Language,Does the DAO provide a glossary of internal terms?,100.0,Yes,"Uniswap provides a glossary of internal terms for Uniswap governance. Additionally, Uniswap defines the organizations involved in the Uniswap protocol.",Charles Adjovu,Uniswap,Easy,"Uniswap Docs,Governance Glossary"
BSP-09,Broad Stakeholder Participation,Governance,Does the DAO use a participatory governance model?,50.0,Partial,"Uniswap utilizes a referendum system (or a proposal-based system from direct democracy) were UNI token holders can submit proposals. However, a member must have ""at least 2.5 million UNI delegated to your address in order to submit a proposal, or find someone who has enough UNI to meet the proposal threshold to propose on your behalf."" Members of Uniswap can vote on proposals by self- or proxy-delegation. There does not appear to be a minimum UNI token holding requirement to vote on proposals.",Charles Adjovu,Uniswap,Easy,"Uniswap Docs,Uniswap Project Cluster in Entity-Decision Model Table,[RFC] Community Governance Process Changes,About Vote Delegation Process"
BSP-10,Broad Stakeholder Participation,Dispute Resolution,Does the DAO have an explicitly defined dispute resolution mechanism?,0.0,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,,
BSP-11,Broad Stakeholder Participation,Ownership,Does the DAO have a shared ownership model?,50.0,Partial,"UNI token holders have governance rights, and the possibility of an economic right. Namely, a right to earn a protocol fee, which is a ""fraction of the fees paid by swappers that currently goes to the protocol rather than to liquidity providers"", if UNI token holders switch on the protocol fee and decide that a portion of the fee should go towards UNI token holders.",Charles Adjovu,Uniswap,,"Uniswap Docs,Uniswap v3 Core,Fee Switch Revenue - Potential Options"
BSP-12,Broad Stakeholder Participation,Management,Does the DAO have a well-defined procedure for how members can take defined leadership or management roles?,50.0,Partial,"Uniswap has a well-defined procedure for becoming a delegate. Additionally, UNI token holders can pitch their intent to become a delegate on the delegate platform category on the Uniswap Governance Forum. However, a well-defined procedure for becoming a community moderator could not be found.",Charles Adjovu,Uniswap,Hard,About Vote Delegation Process
BSP-13,Broad Stakeholder Participation,Economic,Does the DAO provide members multifaceted activities to receive rewards?,50.0,Partial,"UNI token holders can engage in bounty hunting and liquidity mining to earn rewards from Uniswap. However, these activities are not exclusive to UNI token holders.",Charles Adjovu,Uniswap,Medium,"Uniswap Labs Contracts Bug Bounty,How to provide liquidity on Uniswap V3"
CBC-01,Cross-border Coordination,Geolocation,Does the DAO have leadership from multiple geographic regions?,0.0,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Very hard,"A short history of Uniswap,[Temperature Check] Create the Uniswap Foundation"
CBC-02,Cross-border Coordination,Geolocation,Does the DAO have members in multiple geographic regions?,100.0,Yes,Uniswap has delegates from multiple countries (including the USA and (allegdly) Portugal).,Charles Adjovu,Uniswap,Very hard,"wijuwiju.eth Twitter Profile,@wijuwiju0x profile on Sybil,Uniswap Governance Dashboard by @lsquared ,Uniswap Delegates on Boardoom"
CBC-03,Cross-border Coordination,Geolocation,Does the DAO have managers from multiple geographic regions?,0.0,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Very hard,
PDC-01,Practicing DAO Cooperativism,Economic,Does the DAO have a collective treasury (or multisig account)?,100.0,Yes,"Uniswap has a collective treasury governed by the UNI tokens holders (named the ""community treasury"" or ""governance treasury""). UNI token holders distribute funds from the collective treasury ""throughÂ contributor grants, community initiatives, liquidity mining, and other programs.""",Charles Adjovu,Uniswap,Medium,Introducing UNI
PDC-02,Practicing DAO Cooperativism,Measurement,"Does the DAO have currencies recognizing value beyond financial relations, such as labor, contributor well-being, or environmental impact?",0.0,No,Uniswap does not use a specific currency to recognize contributions beyond financial. ,Charles Adjovu,Uniswap,Easy,Introducing UNI
PDC-03,Practicing DAO Cooperativism,Identity,Does the DAO have a collective membership mark to signify membership in the DAO?,100.0,Yes,Collective Membership is signified by ownership or possession of the UNI token,Charles Adjovu,Uniswap,Easy,"Introducing UNI,Uniswap Project Cluster in Entity-Decision Model Table,Uniswap Docs"
PDC-04,Practicing DAO Cooperativism,Economic,Does the DAO redistribute profits/surplus on a basis other than capital holdings?,0.0,No,UNI token holders do not earn profits/surplus on a basis other than capital holdings.,Charles Adjovu,Uniswap,Medium,Uniswap v3 Core
PDC-05,Practicing DAO Cooperativism,Accountability,Does the DAO have any accountability mechanisms that subject the power of leaders and managers to the members?,0.0,No,"Uniswap does not have a formal accountability mechanism. Though, Laura Lotti (as part of Other Internet) is working on a proposal  for the creation of anÂ Accountability Committee for Licensure and Deployment.",Charles Adjovu,Uniswap,Medium,"Uniswap Governance Forum,The State of Uniswap Governance: A Paradox of Minimization,Temperature Check: Create Accoutability Committee,Effective Accountability for Uniswap Governance,Proposal Template 2.0 - Upgrade for Deployments & Agreements"
PDC-06,Practicing DAO Cooperativism,Accountability,"Does the DAO have an amendment procedure for its rules, procedures or policies?",0.0,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Medium,
PDC-07,Practicing DAO Cooperativism,Accountability,Does the DAO have a decision-making matrix?,50.0,Partial,"Uniswap has a defined governance process, but does not have a document clearly delineating the decision-making process in the DAO.",Charles Adjovu,Uniswap,Medium,Uniswap Docs
PDC-08,Practicing DAO Cooperativism,Measurement,"Does the DAO have metrics beyond governance and finance, such as contributor well-being or happiness?",0.0,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Medium,
PDC-09,Practicing DAO Cooperativism,Ownership,Does the DAO have separate tokens for governance and economic rights?,0.0,No,"Uniswap's token (UNI) acts as a governance token over the Uniswap protocol, and as an economic token because UNI token holders can receive fees if UNI token holders decide to turn on the fee switch.",Charles Adjovu,Uniswap,Hard,Uniswap v3 Core
PDC-10,Practicing DAO Cooperativism,Economic,Does the DAO not make governance tokens tradeable?,0.0,No,UNI tokens are tradeable on Uniswap.,Charles Adjovu,Uniswap,Easy,"UNI token profile on Uniswap app,Advanced UNI token profile on Uniswap,Uniswap v3 Core"
PDC-11,Practicing DAO Cooperativism,Engagement,Does the DAO provide education and training opportunities for members to meaningful participate in governance?,50.0,Partial,"Uniswap provides a Beginners Guide to Voting, but the guide does not provide enough information for meaningful participation in governance.",Charles Adjovu,Uniswap,Easy,Uniswap Docs
CPB-01,Cultural Patterns and Brand,Narratives,Does the DAO publish content on its activites in its' public channels?,100.0,Yes,Uniswap publishes updates on its activities on the Uniswap Labs Blog and Twitter.,Charles Adjovu,Uniswap,Easy,"Uniswap Labs Blog,Uniswap Labs Twitter Profile"
CPB-02,Cultural Patterns and Brand,Identity,"Does the DAO make an explicit, clearly articulated statement of its purpose, values and norms?",50.0,Partial,"Uniswap does not have an explicit statement of its purpose, values and norms, but it does borrow values and norms from Ethereum's vision, culminating in ""committed to the ideals of permissionless access, security, and immutability, all indespensable components for a future where anyone in the world can access financial services without fear of discrimination or counterparty risk.""",Charles Adjovu,Uniswap,Medium,"Introducing UNI,A short history of Uniswap"
IDA-01,Information & Data Transparency,Analytics,Does the DAO provide an organizational analytics dashboard?,0.0,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Hard,
IDA-02,Information & Data Transparency,Information,"Does the DAO make its governance activities (e.g., proposals, decisions) publicly accessible at free to low-cost?",100.0,Yes,"Uniswap's governance activities can be found on 1) the Uniswap voting dashboard, and 2) the Uniswap profile on Snapshot.",Charles Adjovu,Uniswap,Easy,"Uniswap Voting Dashboard,Uniswap Profile on Snapshot"
IDA-03,Information & Data Transparency,Information,"Does the DAO make its organizational documents (bylaws, policies, strategic plan, etc.) publicly accessible at free to low-cost?",100.0,Yes,"Uniswap's organizational documents are publicly accessible in the Uniswap Docs in the Governance section, and the Uniswap voting dashboard.",Charles Adjovu,Uniswap,Easy,"Uniswap Voting Dashboard,Uniswap Docs,Community Governance Process"
IDA-04,Information & Data Transparency,Information,"Does the DAO make its technologies open source or source available, and publicly accessible at free to low-cost?",100.0,Yes,"Uniswap makes its technological products open-source or source-available. Namely, uniswap-v3-core is licensed under a ""Business Source License"" (i.e., source-available) and uniswap-v3-sdk is licensed under the MIT license, and uniswap-v3-periphery is licensed under GNU General Public License v2.0.
",Charles Adjovu,Uniswap,Medium,"uniswap-v3-periphery license,uniswap-v3-sdk license,uniswap-v3-core license"
IDA-05,Information & Data Transparency,Audit,"Does the DAO explicitly report whether any Web3 tools it uses, internally or externally, have been audited?",100.0,Yes,"Uniswap has reported past audits on the core protocol, namely v2-core, regarding a security audit for oracle integrity. However, the security audit file cannot be found.",Charles Adjovu,Uniswap,Hard,"Audit & Formal Verification of Uniswap V2 Protocol,Link to Audit page not working"
IDA-06,Information & Data Transparency,Information,"Does the DAO explicitly state that it operates on, or interacts with, more than one (1) blockchain?",100.0,Yes,"Uniswap has deployed v3-core of the protocol to Ethereum, Â Arbitrum, Optimism, Polygon, and Celo. However, governance activities are recorded on Ethereum.",Charles Adjovu,Uniswap,Medium,"Multichain Uniswap,Cross-chain Deployment Guide"
IDA-07,Information & Data Transparency,Compensation,Does the DAO explicitly describe itâ€™s financial incentive or compensation structure for contributors?,100.0,Yes,"For governance members, members can possibly be compensated from activating the fee switch. For liquidity miners, miners can be compensated with fees from liquidity pools. For developers, developers can be compensated for completing bug bounties.",Charles Adjovu,Uniswap,Medium,"Uniswap v3 Core,Uniswap Labs Contracts Bug Bounty,How to provide liquidity on Uniswap V3"
D2D-01,DAO2DAO,Transactions,Does the DAO have any planned transactions with another DAO?,100.0,Yes,Uniswap is expected to deploy the Uniswap protocol to Avalanche.,Charles Adjovu,Uniswap,Easy,Deploy Uniswap V3 on Avalanche
D2D-02,DAO2DAO,Transactions,Does the DAO have any current transactions with another DAO?,100.0,Yes,Uniswap has transactions with GnosisChain and Moonbeam concerning  Uniswap v3-core protocol deployments.,Charles Adjovu,Uniswap,Medium,"Continue the Uniswap V3 deployment on Moonbeam with different bridge provider,Continue the Uniswap V3 deployment on Gnosis Chain with different bridge provider"
OT-01,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for business-to-business operations?,100.0,Yes,Uniswap utilizes cross-chain bridges for deploying the protocol to blockchains other than Ethereum,Charles Adjovu,Uniswap,Medium,"Cross-Chain Bridge Assessment Process,Crosschain Risk Framework"
OT-02,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for treasury management?,100.0,Yes,The Uniswap Foundation utilizes Gnosis Safe,Charles Adjovu,Uniswap,Hard,"Uniswap Profile on Tally,Uniswap Foundation's on-chain assets"
OT-03,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for contribution-tracking?,0.0,No,Uniswap does not use any Web3 organizational technology for contribution-tracking.,Charles Adjovu,Uniswap,Medium,"Introducing UNI,Uniswap Governance Renovation,Decentralized Contribution Reward Network (DCRN)"
OT-04,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for decision-making?,100.0,Yes,"Uniswap utilizes a voting dashboard on the Uniswap website for UNI token holders to vote on proposals. Regarding the smart contracts, Uniswap utilizes GovernorBravo. Additionally, Uniswap utilizes Snapshot.",Charles Adjovu,Uniswap,Easy,"Uniswap Docs,Uniswap Voting Dashboard,Uniswap Profile on Snapshot"
HCAG-01,Human-centered Algorithmic Governance,Accountability,Does the DAO explicitly acknowledge the possible vulnerabilities of algorithmic decision-making?,100.0,Yes,Uniswap acknowldges the vulnerabiltiies of algorithmic decision-making in the Adverserial Circumstances sub-section of the Governance section in the Uniswap Docs.,Charles Adjovu,Uniswap,Easy,Uniswap Docs
HCAG-02,Human-centered Algorithmic Governance,Engagement,"Does the DAO educate its members on the development and use of algorithms, as they pertain to the DAO?",0.0,Does not answer question,Unable to find an adequate source,Charles Adjovu,Uniswap,Hard,
HCAG-03,Human-centered Algorithmic Governance,Fairness & Bias,Does the DAO explicitly consider the short- and long-term social consequences of the algorithmic systems in the development and use of algorithms?,100.0,Yes,Uniswap explicitly considers the short- and long-term consequences of algorithmic decision-making in the Adverserial Circumstances sub-section of the Governance section in the Uniswap Docs.,Charles Adjovu,Uniswap,Easy,Uniswap Docs
